"","meanImp","medianImp","minImp","maxImp","normHits","decision"
"DAYS_LAST_DUE_mean",6.61576895504572,6.61481608677204,4.99280813797367,8.48467253339747,1,"Confirmed"
"DAYS_TERMINATION_mean",6.48215239546399,6.55739919882972,4.3518830020709,7.98316207180959,1,"Confirmed"
"NFLAG_INSURED_ON_APPROVAL_mean",2.70495173686554,2.84262035707103,0.158085180554629,4.12081123863794,0.346938775510204,"Tentative"
"APP_CREDIT_PERC_mean",6.83368091577305,6.86074157046592,4.88705290913855,9.66800042033201,1,"Confirmed"
"NAME_CONTRACT_TYPE_sd",4.37966527165482,4.42705204776614,3.15539547177372,5.74861915253335,0.918367346938776,"Confirmed"
"AMT_ANNUITY_sd.y",4.73285936124708,4.61469049068189,3.15399508658637,7.14630416423982,0.959183673469388,"Confirmed"
"AMT_APPLICATION_sd",5.90392298687837,5.91649751412291,3.64203857593228,7.47023391578813,1,"Confirmed"
"AMT_CREDIT_sd",6.0283659050115,5.98244015959478,4.00055939047826,7.66045986236089,1,"Confirmed"
"AMT_DOWN_PAYMENT_sd",3.99877813005525,3.97792218174179,2.58625749556514,5.50331614518413,0.857142857142857,"Confirmed"
"AMT_GOODS_PRICE_sd",5.45111487677822,5.38851841468034,3.46606721575687,7.45033955704364,0.979591836734694,"Confirmed"
"WEEKDAY_APPR_PROCESS_START_sd",3.75736180311074,3.73640417436435,0.720394731774851,6.00195899780402,0.73469387755102,"Tentative"
"HOUR_APPR_PROCESS_START_sd",3.34772847816993,3.32709590355946,1.31553766642438,5.72743779606878,0.510204081632653,"Tentative"
"FLAG_LAST_APPL_PER_CONTRACT_sd",0.503450004260984,0.40771373448449,-0.802818285820765,1.97739623408627,0,"Rejected"
"NFLAG_LAST_APPL_IN_DAY_sd",0.724229848220692,0.852468297352074,-0.716703312240141,2.48474278368073,0,"Rejected"
"RATE_DOWN_PAYMENT_sd",3.86760292851395,3.77942862195438,2.17527761791237,6.42323137387815,0.755102040816326,"Tentative"
"NAME_CASH_LOAN_PURPOSE_sd",4.20260116117299,4.19562254467762,2.85969259567747,5.25791266617067,0.897959183673469,"Confirmed"
"NAME_CONTRACT_STATUS_sd",6.55699288894377,6.54474390371591,4.4452529371121,7.82237348430572,1,"Confirmed"
"DAYS_DECISION_sd",6.61694673611601,6.56451166854892,4.56078782698363,8.54931769839849,1,"Confirmed"
"NAME_PAYMENT_TYPE_sd",2.48403078396424,2.3814127068653,1.11842721069143,4.15404054704896,0.183673469387755,"Rejected"
"CODE_REJECT_REASON_sd",6.41687995117271,6.2967332267399,5.05585856899598,7.81611847645179,1,"Confirmed"
"NAME_TYPE_SUITE_sd",3.0561699679816,3.18398421212446,0.846509400905305,4.80076810174992,0.408163265306122,"Tentative"
"NAME_CLIENT_TYPE_sd",4.26716817939051,4.31879992140655,2.6009657628569,5.76840911074211,0.877551020408163,"Confirmed"
"NAME_GOODS_CATEGORY_sd",4.69117934076981,4.55297613792553,2.87960802178908,7.10958235494304,1,"Confirmed"
"NAME_PORTFOLIO_sd",4.604389777653,4.54788072756908,2.76148182887024,6.42012167139832,0.938775510204082,"Confirmed"
"NAME_PRODUCT_TYPE_sd",4.08609541303604,4.09527363393163,2.9969953227126,5.1538314347043,0.897959183673469,"Confirmed"
"CHANNEL_TYPE_sd",2.14703225087114,2.15591927860915,1.586529242339,2.8539543920861,0,"Rejected"
"SELLERPLACE_AREA_sd",3.52286751513067,3.54345242849137,2.06135611316734,5.2010646669934,0.63265306122449,"Tentative"
"NAME_SELLER_INDUSTRY_sd",3.24011885984493,3.30531849047793,1.35385842927528,4.85050613136914,0.551020408163265,"Tentative"
"CNT_PAYMENT_sd",5.12782116230208,5.15709589412433,3.50177345038238,6.76866749335366,0.979591836734694,"Confirmed"
"NAME_YIELD_GROUP_sd",5.01827897694346,5.09470816770555,2.8953988206556,6.41209795760832,0.959183673469388,"Confirmed"
"PRODUCT_COMBINATION_sd",5.38194254078994,5.36251279273731,3.99297692858697,6.67930569541429,1,"Confirmed"
"DAYS_FIRST_DUE_sd",4.59924026721623,4.63569070355832,3.33433164391532,6.87343515654791,0.959183673469388,"Confirmed"
"DAYS_LAST_DUE_1ST_VERSION_sd",5.58844210152909,5.66409529190525,4.20093707341488,6.96812532002429,1,"Confirmed"
"DAYS_LAST_DUE_sd",4.08349013444275,4.13147459710025,2.31700586218668,5.10323206893641,0.877551020408163,"Confirmed"
"DAYS_TERMINATION_sd",3.66531404432154,3.68941237920169,1.85449933713863,4.96205732966125,0.795918367346939,"Confirmed"
"NFLAG_INSURED_ON_APPROVAL_sd",1.61943398101574,1.71864107941144,-0.000272424506257931,3.32657573571835,0.0408163265306122,"Rejected"
"APP_CREDIT_PERC_sd",5.73195502885133,5.84688836796493,4.04196894287371,7.0740923531875,1,"Confirmed"
"NAME_CONTRACT_TYPE_min",2.07599915099981,2.05877611313549,1.16767064912484,3.26689675410886,0.0612244897959184,"Rejected"
"AMT_ANNUITY_min.y",5.7940266055213,5.86297144810858,3.48301761130827,7.79898493884279,1,"Confirmed"
"AMT_APPLICATION_min",4.72293255574683,4.99387740364827,2.70053865025978,6.56647815796486,0.897959183673469,"Confirmed"
"AMT_CREDIT_min",5.23483300085757,5.29878474853654,2.95588956007491,7.2834366327366,0.959183673469388,"Confirmed"
